artist,song,section,url,chord_progression
Spongebob Squarepants,Campfire Song Song,Chorus,http://www.hooktheory.com/theorytab/view/spongebob-squarepants/campfire-song-song#chorus,"1,4,1,27"
MajorLeagueWobs,h3h3productions theme song,Intro and Verse,http://www.hooktheory.com/theorytab/view/majorleaguewobs/h3h3productions-theme-song#intro-and-verse,"1,4,1,27"
Stephen C Foster,Gentle Annie,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/stephen-c-foster/gentle-annie#chorus-lead-out,"1,4,1,67"
Bent Van Looy,Flowers and Balloons,Bridge,http://www.hooktheory.com/theorytab/view/bent-van-looy/flowers-and-balloons#bridge,"1,4,1,67"
Wiz Khalifa,See You Again ft Charlie Puth,Verse,http://www.hooktheory.com/theorytab/view/wiz-khalifa/see-you-again-ft-charlie-puth#verse,"1,4,1,67"
Elton John,Daniel,Bridge,http://www.hooktheory.com/theorytab/view/elton-john/daniel#bridge,"1,4,1,67"
Julia Howe,Battle Hymn of the Republic,Chorus,http://www.hooktheory.com/theorytab/view/julia-howe/battle-hymn-of-the-republic#chorus,"1,4,1,16"
Bonnie Raitt,I Can't Make You Love Me,Chorus,http://www.hooktheory.com/theorytab/view/bonnie-raitt/i-cant-make-you-love-me#chorus,"1,4,1,16"
Kenny Loggins,Footloose,Verse,http://www.hooktheory.com/theorytab/view/kenny-loggins/footloose#verse,"1,4,1,16"
Iron Maiden,The Wicker Man,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/iron-maiden/the-wicker-man#verse-and-pre-chorus,"1,4,4,5"
Britney Spears,Till The World Ends,Chorus,http://www.hooktheory.com/theorytab/view/britney-spears/till-the-world-ends#chorus,"1,4,6,1"
Britney Spears,Till The World Ends,Verse,http://www.hooktheory.com/theorytab/view/britney-spears/till-the-world-ends#verse,"1,4,6,1"
Havana Brown,We Run The Night,Chorus,http://www.hooktheory.com/theorytab/view/havana-brown/we-run-the-night#chorus,"1,4,6,1"
James Morrison ft Nelly Furtado,Broken Strings,Verse,http://www.hooktheory.com/theorytab/view/james-morrison-ft-nelly-furtado/broken-strings#verse,"1,4,6,1"
Kid Cudi,Pursuit of Happiness,Chorus,http://www.hooktheory.com/theorytab/view/kid-cudi/pursuit-of-happiness#chorus,"1,4,6,1"
TyDi,Never Go Back,Bridge,http://www.hooktheory.com/theorytab/view/tydi/never-go-back#bridge,"1,4,6,1"
The Neighbourhood,Float,Chorus,http://www.hooktheory.com/theorytab/view/the-neighbourhood/float#chorus,"1,4,6,1"
Journey,Faithfully,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/journey/faithfully#pre-chorus-and-chorus,"1,4,6,1"
Swedish House Mafia,Save The World,Chorus,http://www.hooktheory.com/theorytab/view/swedish-house-mafia/save-the-world#chorus,"1,4,6,1"
John Mayer,Born and Raised,Chorus,http://www.hooktheory.com/theorytab/view/john-mayer/born-and-raised#chorus,"1,4,6,1"
Thomas Azier,Red Eyes,Chorus,http://www.hooktheory.com/theorytab/view/thomas-azier/red-eyes#chorus,"1,4,6,1"
Tove Lo,Habits - Stay High,Chorus,http://www.hooktheory.com/theorytab/view/tove-lo/habits---stay-high#chorus,"1,4,6,1"
Tove Lo,Habits - Stay High,Bridge,http://www.hooktheory.com/theorytab/view/tove-lo/habits---stay-high#bridge,"1,4,6,1"
Tove Lo,Stay High - Habits Remix,Pre-Chorus,http://www.hooktheory.com/theorytab/view/tove-lo/stay-high---habits-remix#pre-chorus,"1,4,6,1"
Fences,Arrows,Chorus,http://www.hooktheory.com/theorytab/view/fences/arrows#chorus,"1,4,6,1"
Flo Rida,Club Can't Handle Me,Verse,http://www.hooktheory.com/theorytab/view/flo-rida/club-cant-handle-me#verse,"1,4,6,1"
U2,Sunday Bloody Sunday,Verse,http://www.hooktheory.com/theorytab/view/u2/sunday-bloody-sunday#verse,"1,4,6,1"
GRL,Ugly Heart,Chorus,http://www.hooktheory.com/theorytab/view/grl/ugly-heart#chorus,"1,4,6,1"
Shinedown,Second Chance,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/shinedown/second-chance#verse-and-pre-chorus,"1,4,6,1"
The xx,Intro,Chorus,http://www.hooktheory.com/theorytab/view/the-xx/intro#chorus,"1,4,6,1"
Crystal,Tears On My Skin,Chorus,http://www.hooktheory.com/theorytab/view/crystal/tears-on-my-skin#chorus,"1,4,6,1"
Cheryl Cole,Call My Name,Chorus,http://www.hooktheory.com/theorytab/view/cheryl-cole/call-my-name#chorus,"1,4,6,1"
Ashes Remain,Right Here,Intro,http://www.hooktheory.com/theorytab/view/ashes-remain/right-here#intro,"1,4,6,1"
Miike Snow,Genghis Khan,Chorus,http://www.hooktheory.com/theorytab/view/miike-snow/genghis-khan#chorus,"1,4,6,1"
Eisley,Drink The Water,Chorus,http://www.hooktheory.com/theorytab/view/eisley/drink-the-water#chorus,"1,4,6,1"
Melanie Martinez,Pity Party,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/melanie-martinez/pity-party#verse-and-pre-chorus,"1,4,6,1"
Alesso,Save The World Remix,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/alesso/save-the-world-remix#pre-chorus-and-chorus,"1,4,6,1"
Blink 182,Bored To Death,Verse,http://www.hooktheory.com/theorytab/view/blink-182/bored-to-death#verse,"1,4,6,1"
Beck,Blue Moon,Outro,http://www.hooktheory.com/theorytab/view/beck/blue-moon#outro,"1,4,6,1"
The Killing Moon,Echo And The Bunnymen,Bridge,http://www.hooktheory.com/theorytab/view/the-killing-moon/echo-and-the-bunnymen#bridge,"1,4,6,1"
Echo and the Bunnymen,The Killing Moon,Bridge,http://www.hooktheory.com/theorytab/view/echo-and-the-bunnymen/the-killing-moon#bridge,"1,4,6,1"
The Oh Hellos,Hello My Old Heart,Verse,http://www.hooktheory.com/theorytab/view/the-oh-hellos/hello-my-old-heart#verse,"1,4,6,1"
Lord Huron,The Stranger,Verse,http://www.hooktheory.com/theorytab/view/lord-huron/the-stranger#verse,"1,4,6,1"
Lord Huron,Love Will Keep Us Together,Bridge,http://www.hooktheory.com/theorytab/view/lord-huron/love-will-keep-us-together#bridge,"1,4,6,1"
Lord Huron,Love Like Ghosts,Bridge,http://www.hooktheory.com/theorytab/view/lord-huron/love-like-ghosts#bridge,"1,4,6,1"
Blake Mills,Wintersong,Outro,http://www.hooktheory.com/theorytab/view/blake-mills/wintersong#outro,"1,4,6,1"
Black Eyed Peas,I Gotta Feeling,Chorus,http://www.hooktheory.com/theorytab/view/black-eyed-peas/i-gotta-feeling#chorus,"1,4,6,4"
Hyuna,Bubble Pop,Chorus,http://www.hooktheory.com/theorytab/view/hyuna/bubble-pop#chorus,"1,4,6,4"
Sum 41,Confusion and Frustration in Modern Times,Intro and Verse,http://www.hooktheory.com/theorytab/view/sum-41/confusion-and-frustration-in-modern-times#intro-and-verse,"1,4,6,4"
Pink,Just Give Me A Reason,Verse,http://www.hooktheory.com/theorytab/view/pink/just-give-me-a-reason#verse,"1,4,6,4"
Avril Lavigne,What the hell,Verse,http://www.hooktheory.com/theorytab/view/avril-lavigne/what-the-hell#verse,"1,4,6,4"
Avril Lavigne,What the hell,Chorus,http://www.hooktheory.com/theorytab/view/avril-lavigne/what-the-hell#chorus,"1,4,6,4"
Fall Out Boy,Sugar We're Going Down,Verse,http://www.hooktheory.com/theorytab/view/fall-out-boy/sugar-were-going-down#verse,"1,4,6,4"
Fall Out Boy,Sugar We're Going Down,Chorus,http://www.hooktheory.com/theorytab/view/fall-out-boy/sugar-were-going-down#chorus,"1,4,6,4"
Blink 182,Adam's Song,Verse,http://www.hooktheory.com/theorytab/view/blink-182/adams-song#verse,"1,4,6,4"
Motion City Soundtrack,Everything Is Alright,Chorus,http://www.hooktheory.com/theorytab/view/motion-city-soundtrack/everything-is-alright#chorus,"1,4,6,4"
Plastic Tree,Mizuiro Girlfriend,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/plastic-tree/mizuiro-girlfriend#verse-and-pre-chorus,"1,4,6,4"
David Guetta ft Usher,Without You,Verse,http://www.hooktheory.com/theorytab/view/david-guetta-ft-usher/without-you#verse,"1,4,6,4"
Ingrid Michaelson,You and I,Verse,http://www.hooktheory.com/theorytab/view/ingrid-michaelson/you-and-i#verse,"1,4,6,4"
Kesha,C'Mon,Chorus,http://www.hooktheory.com/theorytab/view/kesha/cmon#chorus,"1,4,6,4"
Kelly Clarkson,Since U Been Gone,Chorus,http://www.hooktheory.com/theorytab/view/kelly-clarkson/since-u-been-gone#chorus,"1,4,6,4"
Kelly Clarkson,Since U Been Gone,Bridge,http://www.hooktheory.com/theorytab/view/kelly-clarkson/since-u-been-gone#bridge,"1,4,6,4"
Guns N' Roses,Patience,Chorus,http://www.hooktheory.com/theorytab/view/guns-n-roses/patience#chorus,"1,4,6,4"
Florida Georgia Line,Dirt,Chorus,http://www.hooktheory.com/theorytab/view/florida-georgia-line/dirt#chorus,"1,4,6,4"
Brand New,The Quiet Things That No One Ever Knows,Verse,http://www.hooktheory.com/theorytab/view/brand-new/the-quiet-things-that-no-one-ever-knows#verse,"1,4,6,4"
Fences,Arrows,Verse,http://www.hooktheory.com/theorytab/view/fences/arrows#verse,"1,4,6,4"
The Lumineers,Stubborn Love,Intro,http://www.hooktheory.com/theorytab/view/the-lumineers/stubborn-love#intro,"1,4,6,4"
MGMT,Weekend Wars,Verse,http://www.hooktheory.com/theorytab/view/mgmt/weekend-wars#verse,"1,4,6,4"
Helloween,Windmill,Chorus,http://www.hooktheory.com/theorytab/view/helloween/windmill#chorus,"1,4,6,4"
The World Ends With You,Deja Vu,Chorus,http://www.hooktheory.com/theorytab/view/the-world-ends-with-you/deja-vu#chorus,"1,4,6,4"
Tim McGraw,Live Like You Were Dying,Chorus,http://www.hooktheory.com/theorytab/view/tim-mcgraw/live-like-you-were-dying#chorus,"1,4,6,4"
Cloud Nothings,Quieter Today,Verse,http://www.hooktheory.com/theorytab/view/cloud-nothings/quieter-today#verse,"1,4,6,4"
Yeah Yeah Yeahs,Skeletons,Instrumental,http://www.hooktheory.com/theorytab/view/yeah-yeah-yeahs/skeletons#instrumental,"1,4,6,4"
Nintendo,Tetris Attack - Forest World,Verse,http://www.hooktheory.com/theorytab/view/nintendo/tetris-attack---forest-world#verse,"1,4,6,4"
Rhythm Heaven Fever,Remix 10,Verse,http://www.hooktheory.com/theorytab/view/rhythm-heaven-fever/remix-10#verse,"1,4,6,4"
Marianas Trench,Pop 101,Verse,http://www.hooktheory.com/theorytab/view/marianas-trench/pop-101#verse,"1,4,6,4"
Wang Chung,Everybody Have Fun Tonight,Chorus,http://www.hooktheory.com/theorytab/view/wang-chung/everybody-have-fun-tonight#chorus,"1,4,6,4"
One Direction,Perfect,Chorus,http://www.hooktheory.com/theorytab/view/one-direction/perfect#chorus,"1,4,6,4"
One Direction,Story Of My Life,Chorus,http://www.hooktheory.com/theorytab/view/one-direction/story-of-my-life#chorus,"1,4,6,4"
Blake Mills,Wintersong,Verse,http://www.hooktheory.com/theorytab/view/blake-mills/wintersong#verse,"1,4,6,4"
Nirvana,Smells Like Teen Spirit,Verse,http://www.hooktheory.com/theorytab/view/nirvana/smells-like-teen-spirit#verse,"1,4,6,2"
Rascal Flatts,Bless The Broken Road,Chorus,http://www.hooktheory.com/theorytab/view/rascal-flatts/bless-the-broken-road#chorus,"1,4,6,2"
Blind Guardian,The Lord Of The Rings,Verse,http://www.hooktheory.com/theorytab/view/blind-guardian/the-lord-of-the-rings#verse,"1,4,6,2"
Jimmy Buffett,Coast of Carolina,Chorus,http://www.hooktheory.com/theorytab/view/jimmy-buffett/coast-of-carolina#chorus,"1,4,6,2"
Modest Mouse,Ocean Breathes Salty,Verse,http://www.hooktheory.com/theorytab/view/modest-mouse/ocean-breathes-salty#verse,"1,4,6,2"
Kesha,We R Who We R,Intro,http://www.hooktheory.com/theorytab/view/kesha/we-r-who-we-r#intro,"1,4,6,2"
Kesha,We R Who We R,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/kesha/we-r-who-we-r#pre-chorus-and-chorus,"1,4,6,2"
Rex Preston and Miranda Sykes,Me And My Sister The Moon,Verse,http://www.hooktheory.com/theorytab/view/rex-preston-and-miranda-sykes/me-and-my-sister-the-moon#verse,"1,4,6,2"
Pain,Shut Your Mouth,Intro,http://www.hooktheory.com/theorytab/view/pain/shut-your-mouth#intro,"1,4,6,2"
Jackson 5,I Want You Back,Intro,http://www.hooktheory.com/theorytab/view/jackson-5/i-want-you-back#intro,"1,4,6,3"
Jackson 5,I Want You Back,Verse,http://www.hooktheory.com/theorytab/view/jackson-5/i-want-you-back#verse,"1,4,6,3"
Tame Impala,Eventually,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/tame-impala/eventually#pre-chorus-and-chorus,"1,4,6,3"
Icelandic Folk,Islandsljod,Instrumental,http://www.hooktheory.com/theorytab/view/icelandic-folk/islandsljod#instrumental,"1,4,6,3"
Foreigner,I Want To Know What Love Is,Verse,http://www.hooktheory.com/theorytab/view/foreigner/i-want-to-know-what-love-is#verse,"1,4,6,47"
Augustana,Boston,Verse,http://www.hooktheory.com/theorytab/view/augustana/boston#verse,"1,4,5,1"
Ayaka Hirahara,Jupiter,Verse,http://www.hooktheory.com/theorytab/view/ayaka-hirahara/jupiter#verse,"1,4,5,1"
Blues Traveler,Hook,Verse,http://www.hooktheory.com/theorytab/view/blues-traveler/hook#verse,"1,4,5,1"
Bob Dylan,Like A Rolling Stone,Chorus,http://www.hooktheory.com/theorytab/view/bob-dylan/like-a-rolling-stone#chorus,"1,4,5,1"
Bon Jovi,Who says you can't go home,Chorus,http://www.hooktheory.com/theorytab/view/bon-jovi/who-says-you-cant-go-home#chorus,"1,4,5,1"
Green Day,Basket Case,Chorus,http://www.hooktheory.com/theorytab/view/green-day/basket-case#chorus,"1,4,5,1"
John Mayer,Walt Graces Submarine Test January 1967,Chorus,http://www.hooktheory.com/theorytab/view/john-mayer/walt-graces-submarine-test-january-1967#chorus,"1,4,5,1"
Konami,Morning Music,Intro,http://www.hooktheory.com/theorytab/view/konami/morning-music#intro,"1,4,5,1"
Labrinth feat Emeli Sande,Beneath Your Beautiful,Chorus,http://www.hooktheory.com/theorytab/view/labrinth-feat-emeli-sande/beneath-your-beautiful#chorus,"1,4,5,1"
My Little Pony,Winter Wrap Up,Chorus,http://www.hooktheory.com/theorytab/view/my-little-pony/winter-wrap-up#chorus,"1,4,5,1"
Oasis and Microsoft Songsmith,Wonderwall - Songsmith Techno Mix,Verse,http://www.hooktheory.com/theorytab/view/oasis-and-microsoft-songsmith/wonderwall---songsmith-techno-mix#verse,"1,4,5,1"
One Direction,What Makes You Beautiful,Chorus,http://www.hooktheory.com/theorytab/view/one-direction/what-makes-you-beautiful#chorus,"1,4,5,1"
One Direction,What Makes You Beautiful,Verse,http://www.hooktheory.com/theorytab/view/one-direction/what-makes-you-beautiful#verse,"1,4,5,1"
Pink,Who Knew,Chorus,http://www.hooktheory.com/theorytab/view/pink/who-knew#chorus,"1,4,5,1"
Rob Hubbard,Commando Highscore - Remember The War,Verse,http://www.hooktheory.com/theorytab/view/rob-hubbard/commando-highscore---remember-the-war#verse,"1,4,5,1"
The Beatles,Here Comes the Sun,Verse,http://www.hooktheory.com/theorytab/view/the-beatles/here-comes-the-sun#verse,"1,4,5,1"
The Beatles,I'm Looking Through You,Verse,http://www.hooktheory.com/theorytab/view/the-beatles/im-looking-through-you#verse,"1,4,5,1"
The Pogues,Streams of Whiskey,Intro and Verse,http://www.hooktheory.com/theorytab/view/the-pogues/streams-of-whiskey#intro-and-verse,"1,4,5,1"
The Rolling Stones,Time Is On My Side,Chorus,http://www.hooktheory.com/theorytab/view/the-rolling-stones/time-is-on-my-side#chorus,"1,4,5,1"
The Sounds of Science,The Nanosong,Verse,http://www.hooktheory.com/theorytab/view/the-sounds-of-science/the-nanosong#verse,"1,4,5,1"
Tom Petty,Into The Great Wide Open,Verse,http://www.hooktheory.com/theorytab/view/tom-petty/into-the-great-wide-open#verse,"1,4,5,1"
Train,Save Me San Francisco,Chorus,http://www.hooktheory.com/theorytab/view/train/save-me-san-francisco#chorus,"1,4,5,1"
Weezer,Buddy Holly,Chorus,http://www.hooktheory.com/theorytab/view/weezer/buddy-holly#chorus,"1,4,5,1"
James Blunt,You're Beautiful,Chorus,http://www.hooktheory.com/theorytab/view/james-blunt/youre-beautiful#chorus,"1,4,5,1"
Danny de Munk,Ik Voel Me Zo Verdomd Alleen,Chorus,http://www.hooktheory.com/theorytab/view/danny-de-munk/ik-voel-me-zo-verdomd-alleen#chorus,"1,4,5,1"
The Rolling Stones,Wild Horses,Verse,http://www.hooktheory.com/theorytab/view/the-rolling-stones/wild-horses#verse,"1,4,5,1"
Hank Green,I Know,Verse,http://www.hooktheory.com/theorytab/view/hank-green/i-know#verse,"1,4,5,1"
Hank Green,I Know,Chorus,http://www.hooktheory.com/theorytab/view/hank-green/i-know#chorus,"1,4,5,1"
Jonti Picking,Badgers,Chorus,http://www.hooktheory.com/theorytab/view/jonti-picking/badgers#chorus,"1,4,5,1"
Wolfgang Gartner,Space Junk,Pre-Chorus,http://www.hooktheory.com/theorytab/view/wolfgang-gartner/space-junk#pre-chorus,"1,4,5,1"
Johann Pachelbel,Canon in D Major,Intro,http://www.hooktheory.com/theorytab/view/johann-pachelbel/canon-in-d-major#intro,"1,4,5,1"
Johann Pachelbel,Canon in D Major,Pre-Chorus,http://www.hooktheory.com/theorytab/view/johann-pachelbel/canon-in-d-major#pre-chorus,"1,4,5,1"
Johann Pachelbel,Canon in D Major,Chorus,http://www.hooktheory.com/theorytab/view/johann-pachelbel/canon-in-d-major#chorus,"1,4,5,1"
Jeff Martin,Flaming Moe's,Verse,http://www.hooktheory.com/theorytab/view/jeff-martin/flaming-moes#verse,"1,4,5,1"
Charles Wright - The Watts 103rd Street Rhythm Ban,Express Yourself,Intro,http://www.hooktheory.com/theorytab/view/charles-wright---the-watts-103rd-street-rhythm-ban/express-yourself#intro,"1,4,5,1"
Charles Wright,Express Yourself,Intro,http://www.hooktheory.com/theorytab/view/charles-wright/express-yourself#intro,"1,4,5,1"
Magnetic Fields,Acoustic Guitar,Verse,http://www.hooktheory.com/theorytab/view/magnetic-fields/acoustic-guitar#verse,"1,4,5,1"
Weird Al Yankovic,Everything You Know Is Wrong,Chorus,http://www.hooktheory.com/theorytab/view/weird-al-yankovic/everything-you-know-is-wrong#chorus,"1,4,5,1"
Train,Bruises,Verse,http://www.hooktheory.com/theorytab/view/train/bruises#verse,"1,4,5,1"
The Avett Brothers,Kick Drum Heart,Verse,http://www.hooktheory.com/theorytab/view/the-avett-brothers/kick-drum-heart#verse,"1,4,5,1"
The Moody Blues,Once Upon a Time in your Wildest Dreams,Verse,http://www.hooktheory.com/theorytab/view/the-moody-blues/once-upon-a-time-in-your-wildest-dreams#verse,"1,4,5,1"
Schoolhouse Rock,Telegraph Line,Chorus,http://www.hooktheory.com/theorytab/view/schoolhouse-rock/telegraph-line#chorus,"1,4,5,1"
Buddy Holly,Maybe Baby,Verse,http://www.hooktheory.com/theorytab/view/buddy-holly/maybe-baby#verse,"1,4,5,1"
Patience and Prudence,Tonight You Belong to Me,Verse,http://www.hooktheory.com/theorytab/view/patience-and-prudence/tonight-you-belong-to-me#verse,"1,4,5,1"
The Wonders,That Thing You Do,Intro and Verse,http://www.hooktheory.com/theorytab/view/the-wonders/that-thing-you-do#intro-and-verse,"1,4,5,1"
Agoaniki-P,Double Lariat - featuring Megurine Luka,Intro and Verse,http://www.hooktheory.com/theorytab/view/agoaniki-p-/double-lariat---featuring-megurine-luka#intro-and-verse,"1,4,5,1"
Green Day,Good Riddance - Time of Your Life,Intro,http://www.hooktheory.com/theorytab/view/green-day/good-riddance---time-of-your-life#intro,"1,4,5,1"
Tracy Chapman,Give me one reason,Verse,http://www.hooktheory.com/theorytab/view/tracy-chapman/give-me-one-reason#verse,"1,4,5,1"
Joan Jett,I Love Rock n Roll,Chorus,http://www.hooktheory.com/theorytab/view/joan-jett/i-love-rock-n-roll#chorus,"1,4,5,1"
Ben Folds Five,Brick,Chorus,http://www.hooktheory.com/theorytab/view/ben-folds-five/brick#chorus,"1,4,5,1"
Bob Marley,Stir It Up,Chorus,http://www.hooktheory.com/theorytab/view/bob-marley/stir-it-up#chorus,"1,4,5,1"
Green Day,Good Riddance - Time of Your Life,Verse,http://www.hooktheory.com/theorytab/view/green-day/good-riddance---time-of-your-life#verse,"1,4,5,1"
Green Day,Good Riddance - Time of Your Life,Chorus,http://www.hooktheory.com/theorytab/view/green-day/good-riddance---time-of-your-life#chorus,"1,4,5,1"
Green Day,Good Riddance - Time of Your Life,Solo,http://www.hooktheory.com/theorytab/view/green-day/good-riddance---time-of-your-life#solo,"1,4,5,1"
Cheap Trick,Surrender,Verse,http://www.hooktheory.com/theorytab/view/cheap-trick/surrender#verse,"1,4,5,1"
1927,If I Could,Intro and Verse,http://www.hooktheory.com/theorytab/view/1927/if-i-could#intro-and-verse,"1,4,5,1"
1927,If I Could,Chorus,http://www.hooktheory.com/theorytab/view/1927/if-i-could#chorus,"1,4,5,1"
Mr Big,To Be With You,Chorus,http://www.hooktheory.com/theorytab/view/mr-big/to-be-with-you#chorus,"1,4,5,1"
Disney,Kiss The Girl,Chorus,http://www.hooktheory.com/theorytab/view/disney/kiss-the-girl#chorus,"1,4,5,1"
nigahiga,Nice Guys,Bridge,http://www.hooktheory.com/theorytab/view/nigahiga/nice-guys#bridge,"1,4,5,1"
Sarah Blasko,Flame Trees,Chorus,http://www.hooktheory.com/theorytab/view/sarah-blasko/flame-trees#chorus,"1,4,5,1"
